"Scale","ImgW","RequestedMhz","ReportedMhz","Status","WnsNs","TnsNs","WhsNs","TimingReport","UtilizationReport","Bitstream","Message"
"4","32","40","40","PASS","6.289","0","0.015","G:\UESTC\feitengspan1\vivado\reports\jtag_full_span_x4_32x32_f40m_timing_impl.rpt","G:\UESTC\feitengspan1\vivado\reports\jtag_full_span_x4_32x32_f40m_utilization_impl.rpt","G:\UESTC\feitengspan1\vivado\bitstreams\jfs_full_span_x4_32x32_f40m.bit",""
