scale,input_width,input_height,output_width,output_height,fps_target,clock_mhz,feature_channels,input_pixels_per_frame,macs_per_input_pixel,macs_per_frame,required_gmac_s,macs_per_cycle_required,mac_lanes_for_target,dsp_estimate_int8_1mac_per_dsp,dsp_estimate_int8_2mac_per_dsp,fps_at_candidate_lanes,candidate_lanes,cycles_per_frame_at_candidate,utilization_of_candidate
4,480,270,1920,1080,30.0,150.0,48,129600,425232,55110067200,1653.302016,11022.01344,11023,11023,5512,33.44579295404169,12288,4484869,0.89697375
