scale,input_width,input_height,output_width,output_height,fps_target,clock_mhz,feature_channels,input_pixels_per_frame,macs_per_input_pixel,macs_per_frame,required_gmac_s,macs_per_cycle_required,mac_lanes_for_target,dsp_estimate_int8_1mac_per_dsp,dsp_estimate_int8_2mac_per_dsp,fps_at_candidate_lanes,candidate_lanes,cycles_per_frame_at_candidate,utilization_of_candidate
2,640,360,1280,720,30.0,150.0,48,230400,409680,94390272000,2831.70816,18878.0544,18879,18879,9440,6.509145349215648,4096,23044500,4.6089
